match,Name,overs,runs,wickets,Econ,zero,four,six,wide,noball
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",Glenn Phillips,,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,4,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,4,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,2,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,3,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,4,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,3,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,4,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,3,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,4,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,1.2,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,2,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,4,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,1,,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,17,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,35,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,13,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,38,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,37,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,45,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,48,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,28,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,34,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,21,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,19,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,25,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,10,,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,1,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,0,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,2,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,1,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,1,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,0,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,1,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,0,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,1,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,0,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,0,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,0,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,0,,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,4.25,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,8.75,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,6.5,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,12.66,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,9.25,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,15,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,12,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,9.33,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,8.5,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,15.75,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,9.5,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,6.25,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,10,,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,16,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,5,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,5,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,4,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,4,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,0,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,10,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,5,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,6,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,1,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,3,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,8,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,1,,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,2,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,3,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,2,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,4,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,3,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,1,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,7,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,3,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,3,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,4,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,1,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,1,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,1,,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,0,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,1,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,0,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,2,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,1,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,4,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,2,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,1,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,1,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,0,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,1,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,1,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,0,,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,2,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,0,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,0,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,0,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,1,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,1,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,1,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,1,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,1,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,1,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,0,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,0,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,0,
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,1
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"65th Match (N), Hyderabad, May 18, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Sam Curran,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Kagiso Rabada,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Arshdeep Singh,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Nathan Ellis,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Rahul Chahar,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Harpreet Brar,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Khaleel Ahmed,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Ishant Sharma,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Anrich Nortje,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Mukesh Kumar,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Axar Patel,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",Kuldeep Yadav,,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,4,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,3,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,2,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,4,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,4,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,3,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,3,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,3,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,4,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,4,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,3,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,3,,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,36,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,36,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,21,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,46,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,35,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,39,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,20,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,36,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,36,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,52,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,27,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,21,,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,2,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,0,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,0,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,0,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,0,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,0,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,1,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,2,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,2,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,0,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,1,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,0,,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,9,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,12,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,10.5,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,11.5,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,8.75,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,13,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,6.66,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,12,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,9,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,13,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,9,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,7,,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,9,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,8,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,4,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,6,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,7,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,2,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,14,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,10,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,11,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,8,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,3,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,4,,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,4,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,2,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,2,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,5,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,4,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,3,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,1,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,5,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,2,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,3,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,4,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,0,,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,1,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,4,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,1,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,2,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,1,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,2,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,2,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,2,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,3,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,5,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,0,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,1,,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,1,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,0,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,2,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,0,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,0,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,2,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,0,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,0,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,0,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,1,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,0,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,1,
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,1
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,1
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"64th Match (N), Dharamsala, May 17, 2023, Indian Premier League",,,,,,,,,,0
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Jason Behrendorff,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Chris Jordan,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Hrithik Shokeen,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Piyush Chawla,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Akash Madhwal,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Cameron Green,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Krunal Pandya,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Mohsin Khan,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Naveen-ul-Haq,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Yash Thakur,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Swapnil Singh,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",Ravi Bishnoi,,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,4,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,4,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,3,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,3,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,4,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,2,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,4,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,3,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,4,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,4,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,1,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,4,,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,30,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,50,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,20,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,26,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,30,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,16,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,27,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,26,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,37,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,40,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,11,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,26,,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,2,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,0,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,0,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,1,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,0,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,0,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,0,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,1,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,0,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,2,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,0,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,2,,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,7.5,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,12.5,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,6.66,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,8.66,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,7.5,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,8,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,6.75,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,8.66,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,9.25,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,10,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,11,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,6.5,,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,9,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,7,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,9,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,5,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,7,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,5,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,10,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,8,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,8,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,9,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,1,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,9,,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,0,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,3,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,1,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,0,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,1,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,1,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,4,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,1,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,1,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,2,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,2,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,2,,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,2,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,4,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,1,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,2,,
"63rd Match (N), Lucknow, May 16, 2023, Indian Premier League",,,,,,,,1,,
